500000	489047	995162
500000	492634	1001319
500000	495797	990153
500000	497773	999019
500000	514289	1018418
500000	506828	987424
500000	520872	1014785
500000	491314	994784
500000	512001	999030
500000	500161	995302
1000000	1031241	2018807
1000000	1015249	2027998
1000000	1003478	2011241
1000000	995719	1996137
1000000	1010510	2025335
1000000	1019515	2015311
1000000	983014	1978671
1000000	1010834	2011523
1000000	987018	1992575
1000000	1001419	2020276
1500000	1493507	2962770
1500000	1492874	2998859
1500000	1482988	3004029
1500000	1526791	3025435
1500000	1509499	3016632
1500000	1492146	3015048
1500000	1526704	3038761
1500000	1515801	2997000
1500000	1491948	2999701
1500000	1496623	3011137
2000000	1992361	3970924
2000000	2014535	4016015
2000000	2000699	4015353
2000000	2001207	3972579
2000000	2030053	4015544
2000000	1971478	4025535
2000000	1971394	3964565
2000000	1996481	4017734
2000000	1985060	3968787
2000000	1982459	4018524
2500000	2531755	5051619
2500000	2478132	4996027
2500000	2453309	4942632
2500000	2571012	5017720
2500000	2456993	4927796
2500000	2488806	5018681
2500000	2491439	5003631
2500000	2485688	4969705
2500000	2520893	5000865
2500000	2500411	4972397
